Country,Year,Points_type,From,To,Points
amsterdam-1970,1970,Points given,the-netherlands,ireland,5
amsterdam-1970,1970,Points given,the-netherlands,united kingdom,3
amsterdam-1970,1970,Points given,the-netherlands,switzerland,2
amsterdam-1970,1970,Points given,switzerland,ireland,6
amsterdam-1970,1970,Points given,switzerland,united kingdom,2
amsterdam-1970,1970,Points given,switzerland,germany,1
amsterdam-1970,1970,Points given,switzerland,monaco,1
amsterdam-1970,1970,Points given ,italy,spain,3
amsterdam-1970,1970,Points given ,italy,the netherlands,3
amsterdam-1970,1970,Points given ,italy,united kingdom,2
amsterdam-1970,1970,Points given ,italy,germany,1
amsterdam-1970,1970,Points given ,italy,france,1
amsterdam-1970,1970,Points given,yugoslavia,united kingdom,4
amsterdam-1970,1970,Points given,yugoslavia,the netherlands,3
amsterdam-1970,1970,Points given,yugoslavia,france,2
amsterdam-1970,1970,Points given,yugoslavia,italy,1
amsterdam-1970,1970, Points given,belgium,ireland,9
amsterdam-1970,1970, Points given,belgium,monaco,1
amsterdam-1970,1970,Points given,france,belgium,3
amsterdam-1970,1970,Points given,france,monaco,2
amsterdam-1970,1970,Points given,france,united kingdom,2
amsterdam-1970,1970,Points given,france,switzerland,2
amsterdam-1970,1970,Points given,france,ireland,1
amsterdam-1970,1970,Points given,united-kingdom,ireland,4
amsterdam-1970,1970,Points given,united-kingdom,yugoslavia,4
amsterdam-1970,1970,Points given,united-kingdom,switzerland,1
amsterdam-1970,1970,Points given,united-kingdom,the netherlands ,1
amsterdam-1970,1970,Points given,luxembourg,germany,3
amsterdam-1970,1970,Points given,luxembourg,ireland,2
amsterdam-1970,1970,Points given,luxembourg,spain,2
amsterdam-1970,1970,Points given,luxembourg,united kingdom,2
amsterdam-1970,1970,Points given,luxembourg,belgium,1
amsterdam-1970,1970,Points given,spain,germany,4
amsterdam-1970,1970,Points given,spain,ireland,3
amsterdam-1970,1970,Points given,spain,italy,2
amsterdam-1970,1970,Points given,spain,monaco,1
amsterdam-1970,1970,Points given,monaco,united kingdom,4
amsterdam-1970,1970,Points given,monaco,spain,3
amsterdam-1970,1970,Points given,monaco,france,2
amsterdam-1970,1970,Points given,monaco,germany,1
amsterdam-1970,1970,Points given,germany,united kingdom,4
amsterdam-1970,1970,Points given,germany,ireland,2
amsterdam-1970,1970,Points given,germany,italy,2
amsterdam-1970,1970,Points given,germany,switzerland,2
amsterdam-1970,1970,Points given,ireland,united kingdom,3
amsterdam-1970,1970,Points given,ireland,france,3
amsterdam-1970,1970,Points given,ireland,germany,2
amsterdam-1970,1970,Points given,ireland,belgium,1
amsterdam-1970,1970,Points given,ireland,switzerland,1
madrid-1969,1969,Points given,yugoslavia,germany,3
madrid-1969,1969,Points given,yugoslavia,switzerland,2
madrid-1969,1969,Points given,yugoslavia,united kingdom,2
madrid-1969,1969,Points given,yugoslavia,italy,1
madrid-1969,1969,Points given,yugoslavia,spain,1
madrid-1969,1969,Points given,yugoslavia,luxembourg,1
madrid-1969,1969,Points given,luxembourg,united kingdom,4
madrid-1969,1969,Points given,luxembourg,the netherlands,2
madrid-1969,1969,Points given,luxembourg,spain,2
madrid-1969,1969,Points given,luxembourg,finland,1
madrid-1969,1969,Points given,luxembourg,france,1
madrid-1969,1969,Points given,spain,portugal,2
madrid-1969,1969,Points given,spain,germany,2
madrid-1969,1969,Points given,spain,belgium,2
madrid-1969,1969,Points given,spain,monaco,2
madrid-1969,1969,Points given,spain,finland,1
madrid-1969,1969,Points given,spain,yugoslavia,1
madrid-1969,1969,Points given,monaco,spain,3
madrid-1969,1969,Points given,monaco,luxembourg,3
madrid-1969,1969,Points given,monaco,france,2
madrid-1969,1969,Points given,monaco,the netherlands,1
madrid-1969,1969,Points given,monaco,italy,1
madrid-1969,1969,Points given,ireland,france,4
madrid-1969,1969,Points given,ireland,switzerland,3
madrid-1969,1969,Points given,ireland,finland,1
madrid-1969,1969,Points given,ireland,italy,1
madrid-1969,1969,Points given,ireland,spain,1
madrid-1969,1969,Points given,italy,monaco,4
madrid-1969,1969,Points given,italy,the netherlands,3
madrid-1969,1969,Points given,italy,united kingdom,3
madrid-1969,1969,Points given,united-kingdom,france,4
madrid-1969,1969,Points given,united-kingdom,belgium,3
madrid-1969,1969,Points given,united-kingdom,switzerland,2
madrid-1969,1969,Points given,united-kingdom,ireland,1
madrid-1969,1969,Points given,the-netherlands,monaco,2
madrid-1969,1969,Points given,the-netherlands,france,2
madrid-1969,1969,Points given,the-netherlands,sweden,1
madrid-1969,1969,Points given,the-netherlands,united kingdom,1
madrid-1969,1969,Points given,the-netherlands,ireland,1
madrid-1969,1969,Points given,the-netherlands,finland,1
madrid-1969,1969,Points given,the-netherlands,luxembourg,1
madrid-1969,1969,Points given,the-netherlands,belgium,1
madrid-1969,1969,Points given,sweden,united kingdom,5
madrid-1969,1969,Points given,sweden,monaco,2
madrid-1969,1969,Points given,sweden,france,1
madrid-1969,1969,Points given,sweden,norway,1
madrid-1969,1969,Points given,sweden,ireland,1
madrid-1969,1969,Points given,belgium,spain,3
madrid-1969,1969,Points given,belgium,germany,1
madrid-1969,1969,Points given,belgium,switzerland,1
madrid-1969,1969,Points given,belgium,the netherlands,1
madrid-1969,1969,Points given,belgium,monaco,1
madrid-1969,1969,Points given,belgium,luxembourg ,1
madrid-1969,1969,Points given,belgium,portugal,1
madrid-1969,1969,Points given,belgium,yugoslavia,1
madrid-1969,1969,Points given,switzerland,the netherlands,4
madrid-1969,1969,Points given,switzerland,ireland,3
madrid-1969,1969,Points given,switzerland,belgium,2
madrid-1969,1969,Points given,switzerland,france,1
madrid-1969,1969,Points given,norway,sweden,3
madrid-1969,1969,Points given,norway,belgium,2
madrid-1969,1969,Points given,norway,switzerland,1
madrid-1969,1969,Points given,norway,finland,1
madrid-1969,1969,Points given,norway,germany,1
madrid-1969,1969,Points given,norway,the netherlands,1
madrid-1969,1969,Points given,norway,spain,1
madrid-1969,1969,Points given,germany,spain,3
madrid-1969,1969,Points given,germany,switzerland,2
madrid-1969,1969,Points given,germany,finland,1
madrid-1969,1969,Points given,germany,ireland,1
madrid-1969,1969,Points given,germany,luxembourg,1
madrid-1969,1969,Points given,germany,united kingdom,1
madrid-1969,1969,Points given,germany,france,1
madrid-1969,1969,Points given,france,the netherlands,6
madrid-1969,1969,Points given,france,spain,2
madrid-1969,1969,Points given,france,portugal,1
madrid-1969,1969,Points given,france,germany,1
madrid-1969,1969,Points given,portugal,yugoslavia,3
madrid-1969,1969,Points given,portugal,france,2
madrid-1969,1969,Points given,portugal,spain,2
madrid-1969,1969,Points given,portugal,sweden,1
madrid-1969,1969,Points given,portugal,united kingdom,1
madrid-1969,1969,Points given,portugal,italy,1
madrid-1969,1969,Points given,finland,sweden,3
madrid-1969,1969,Points given,finland,ireland,3
madrid-1969,1969,Points given,finland,switzerland,2
madrid-1969,1969,Points given,finland,united kingdom,1
madrid-1969,1969,Points given,finland,italy,1
london-1968,1968,Points given,portugal,spain,4
london-1968,1968,Points given,portugal,ireland,1
london-1968,1968,Points given,portugal,yugoslavia,1
london-1968,1968,Points given,portugal,italy,1
london-1968,1968,Points given,portugal,sweden,1
london-1968,1968,Points given,portugal,belgium,1
london-1968,1968,Points given,portugal,united kingdom,1
london-1968,1968,Points given,the-netherlands,france,3
london-1968,1968,Points given,the-netherlands,united kingdom,2
london-1968,1968,Points given,the-netherlands,monaco,2
london-1968,1968,Points given,the-netherlands,ireland,1
london-1968,1968,Points given,the-netherlands,sweden,1
london-1968,1968,Points given,the-netherlands,luxembourg,1
london-1968,1968,Points given,belgium,france,6
london-1968,1968,Points given,belgium,united kingdom,2
london-1968,1968,Points given,belgium,yugoslavia,1
london-1968,1968,Points given,belgium,ireland,1
london-1968,1968,Points given,austria,ireland,4
london-1968,1968,Points given,austria,spain,2
london-1968,1968,Points given,austria,france,2
london-1968,1968,Points given,austria,yugoslavia,1
london-1968,1968,Points given,austria,luxembourg,1
london-1968,1968,Points given,luxembourg,france,3
london-1968,1968,Points given,luxembourg,germany,1
london-1968,1968,Points given,luxembourg,spain,1
london-1968,1968,Points given,luxembourg,ireland,1
london-1968,1968,Points given,luxembourg,norway,1
london-1968,1968,Points given,luxembourg,united kingdom,1
london-1968,1968,Points given,luxembourg,yugoslavia,1
london-1968,1968,Points given,luxembourg,monaco,1
london-1968,1968,Points given,switzerland,united kingdom,4
london-1968,1968,Points given,switzerland,france,3
london-1968,1968,Points given,switzerland,italy,2
london-1968,1968,Points given,switzerland,germany,1
london-1968,1968,Points given,monaco,united kingdom,5
london-1968,1968,Points given,monaco,spain,4
london-1968,1968,Points given,monaco,luxembourg,1
london-1968,1968,Points given,sweden,ireland,4
london-1968,1968,Points given,sweden,united kingdom,3
london-1968,1968,Points given,sweden,germany,2
london-1968,1968,Points given,sweden,france,1
london-1968,1968,Points given,finland,spain,3
london-1968,1968,Points given,finland,monaco,3
london-1968,1968,Points given,finland,united kingdom,2
london-1968,1968,Points given,finland,sweden,1
london-1968,1968,Points given,finland,belgium,1
london-1968,1968,Points given,france,spain,4
london-1968,1968,Points given,france,united kingdom,4
london-1968,1968,Points given,france,luxembourg,1
london-1968,1968,Points given,france,belgium,1
london-1968,1968,Points given,italy,spain,3
london-1968,1968,Points given,italy,belgium,3
london-1968,1968,Points given,italy,france,2
london-1968,1968,Points given,italy,united kingdom,1
london-1968,1968,Points given,italy,the netherlands,1
london-1968,1968,Points given,united-kingdom,germany,5
london-1968,1968,Points given,united-kingdom,sweden,2
london-1968,1968,Points given,united-kingdom,monaco,1
london-1968,1968,Points given,united-kingdom,luxembourg,1
london-1968,1968,Points given,united-kingdom,belgium,1
london-1968,1968,Points given,norway,sweden,6
london-1968,1968,Points given,norway,portugal,2
london-1968,1968,Points given,norway,spain,1
london-1968,1968,Points given,norway,finland,1
london-1968,1968,Points given,ireland,sweden,4
london-1968,1968,Points given,ireland,yugoslavia,3
london-1968,1968,Points given,ireland,spain,1
london-1968,1968,Points given,ireland,united kingdom,1
london-1968,1968,Points given,ireland,monaco,1
london-1968,1968,Points given,spain,portugal,3
london-1968,1968,Points given,spain,germany,2
london-1968,1968,Points given,spain,italy,2
london-1968,1968,Points given,spain,yugoslavia,1
london-1968,1968,Points given,spain,norway,1
london-1968,1968,Points given,spain,belgium,1
london-1968,1968,Points given,germany,spain,6
london-1968,1968,Points given,germany,united kingdom,2
london-1968,1968,Points given,germany,austria,2
london-1968,1968,Points given,yugoslavia,ireland,6
london-1968,1968,Points given,yugoslavia,italy,2
london-1968,1968,Points given,yugoslavia,switzerland,2
vienna-1967,1967,Points given,the-netherlands,luxembourg,4
vienna-1967,1967,Points given,the-netherlands,united kingdom,2
vienna-1967,1967,Points given,the-netherlands,france,1
vienna-1967,1967,Points given,the-netherlands,finland,1
vienna-1967,1967,Points given,the-netherlands,spain,1
vienna-1967,1967,Points given,the-netherlands,norway,1
vienna-1967,1967,Points given,luxembourg,united kingdom,5
vienna-1967,1967,Points given,luxembourg,france,2
vienna-1967,1967,Points given,luxembourg,spain,1
vienna-1967,1967,Points given,luxembourg,yugoslavia,1
vienna-1967,1967,Points given,luxembourg,ireland,1
vienna-1967,1967,Points given,austria,united kingdom,3
vienna-1967,1967,Points given,austria,ireland,3
vienna-1967,1967,Points given,austria,monaco,2
vienna-1967,1967,Points given,austria,france,1
vienna-1967,1967,Points given,austria,spain,1
vienna-1967,1967,Points given,france,united kingdom,7
vienna-1967,1967,Points given,france,portugal,1
vienna-1967,1967,Points given,france,monaco,1
vienna-1967,1967,Points given,france,yugoslavia,1
vienna-1967,1967,Points given,portugal,spain,2
vienna-1967,1967,Points given,portugal,sweden,1
vienna-1967,1967,Points given,portugal,finland,1
vienna-1967,1967,Points given,portugal,germany,1
vienna-1967,1967,Points given,portugal,belgium,1
vienna-1967,1967,Points given,portugal,united kingdom,1
vienna-1967,1967,Points given,portugal,yugoslavia,1
vienna-1967,1967,Points given,portugal,austria,1
vienna-1967,1967,Points given,portugal,ireland,1
vienna-1967,1967,Points given,switzerland,united kingdom,7
vienna-1967,1967,Points given,switzerland,france,1
vienna-1967,1967,Points given,switzerland,portugal,1
vienna-1967,1967,Points given,switzerland,italy,1
vienna-1967,1967,Points given,sweden,france,4
vienna-1967,1967,Points given,sweden,ireland,2
vienna-1967,1967,Points given,sweden,germany,1
vienna-1967,1967,Points given,sweden,united kingdom,1
vienna-1967,1967,Points given,sweden,norway,1
vienna-1967,1967,Points given,sweden,monaco,1
vienna-1967,1967,Points given,finland,belgium,3
vienna-1967,1967,Points given,finland,luxembourg,2
vienna-1967,1967,Points given,finland,united kingdom,2
vienna-1967,1967,Points given,finland,ireland,2
vienna-1967,1967,Points given,finland,sweden,1
vienna-1967,1967,Points given,germany,ireland,4
vienna-1967,1967,Points given,germany,united kingdom,3
vienna-1967,1967,Points given,germany,france,2
vienna-1967,1967,Points given,germany,belgium,1
vienna-1967,1967,Points given,belgium,united kingdom,3
vienna-1967,1967,Points given,belgium,ireland,3
vienna-1967,1967,Points given,belgium,luxembourg,1
vienna-1967,1967,Points given,belgium,germany,1
vienna-1967,1967,Points given,belgium,spain,1
vienna-1967,1967,Points given,belgium,yugoslavia,1
vienna-1967,1967,Points given,united-kingdom,france,2
vienna-1967,1967,Points given,united-kingdom,luxembourg,2
vienna-1967,1967,Points given,united-kingdom,ireland,2
vienna-1967,1967,Points given,united-kingdom,italy,1
vienna-1967,1967,Points given,united-kingdom,germany,1
vienna-1967,1967,Points given,united-kingdom,the netherlands,1
vienna-1967,1967,Points given,united-kingdom,belgium,1
vienna-1967,1967,Points given,spain,monaco,5
vienna-1967,1967,Points given,spain,yugoslavia,2
vienna-1967,1967,Points given,spain,luxembourg,1
vienna-1967,1967,Points given,spain,portugal,1
vienna-1967,1967,Points given,spain,italy,1
vienna-1967,1967,Points given,norway,united kingdom,7
vienna-1967,1967,Points given,norway,sweden,2
vienna-1967,1967,Points given,norway,germany,1
vienna-1967,1967,Points given,monaco,united kingdom,3
vienna-1967,1967,Points given,monaco,france,2
vienna-1967,1967,Points given,monaco,spain,2
vienna-1967,1967,Points given,monaco,ireland,2
vienna-1967,1967,Points given,monaco,luxembourg,1
vienna-1967,1967,Points given,yugoslavia,france,4
vienna-1967,1967,Points given,yugoslavia,austria,1
vienna-1967,1967,Points given,yugoslavia,luxembourg,1
vienna-1967,1967,Points given,yugoslavia,belgium,1
vienna-1967,1967,Points given,yugoslavia,spain,1
vienna-1967,1967,Points given,yugoslavia,ireland,1
vienna-1967,1967,Points given,yugoslavia,sweden,1
vienna-1967,1967,Points given,italy,luxembourg,3
vienna-1967,1967,Points given,italy,united kingdom,2
vienna-1967,1967,Points given,italy,germany,1
vienna-1967,1967,Points given,italy,finland,1
vienna-1967,1967,Points given,italy,monaco,1
vienna-1967,1967,Points given,italy,yugoslavia,1
vienna-1967,1967,Points given,italy,ireland,1
vienna-1967,1967, Points given,ireland,luxembourg,2
vienna-1967,1967, Points given,ireland,sweden,2
vienna-1967,1967, Points given,ireland,germany,1
vienna-1967,1967, Points given,ireland,belgium,1
vienna-1967,1967, Points given,ireland,united kingdom,1
vienna-1967,1967, Points given,ireland,the netherlands,1
vienna-1967,1967, Points given,ireland,italy,1
vienna-1967,1967, Points given,ireland,france,1
luxembourg-1966,1966,Points given,germany,belgium,5
luxembourg-1966,1966,Points given,germany,yugoslavia,3
luxembourg-1966,1966,Points given,germany,norway,1
luxembourg-1966,1966,Points given,denmark,sweden,5
luxembourg-1966,1966,Points given,denmark,finland,3
luxembourg-1966,1966,Points given,denmark,portugal,1
luxembourg-1966,1966,Points given,belgium,austria,5
luxembourg-1966,1966,Points given,belgium,ireland,3
luxembourg-1966,1966,Points given,belgium,germany,1
luxembourg-1966,1966,Points given,luxembourg,austria,5
luxembourg-1966,1966,Points given,luxembourg,united kingdom,3
luxembourg-1966,1966,Points given,luxembourg,switzerland,1
luxembourg-1966,1966,Points given,yugoslavia,austria,5
luxembourg-1966,1966,Points given,yugoslavia,ireland,3
luxembourg-1966,1966,Points given,yugoslavia,spain,1
luxembourg-1966,1966,Points given,norway,sweden,5
luxembourg-1966,1966,Points given,norway,finland,3
luxembourg-1966,1966,Points given,norway,denmark,1
luxembourg-1966,1966,Points given,finland,sweden,5
luxembourg-1966,1966,Points given,finland,denmark,3
luxembourg-1966,1966,Points given,finland,yugoslavia,1
luxembourg-1966,1966,Points given,portugal,spain,5
luxembourg-1966,1966,Points given,portugal,belgium,3
luxembourg-1966,1966,Points given,portugal,austria,1
luxembourg-1966,1966,Points given,austria,switzerland,5
luxembourg-1966,1966,Points given,austria,norway,3
luxembourg-1966,1966,Points given,austria,luxembourg,1
luxembourg-1966,1966,Points given,sweden,luxembourg,5
luxembourg-1966,1966,Points given,sweden,norway,3
luxembourg-1966,1966,Points given,sweden,belgium,1
luxembourg-1966,1966,Points given,spain,portugal,5
luxembourg-1966,1966,Points given,spain,norway,3
luxembourg-1966,1966,Points given,spain,austria,1
luxembourg-1966,1966,Points given,switzerland,germany,5
luxembourg-1966,1966,Points given,switzerland,austria,3
luxembourg-1966,1966,Points given,switzerland,sweden,1
luxembourg-1966,1966,Points given,monaco,austria,5
luxembourg-1966,1966,Points given,monaco,switzerland,3
luxembourg-1966,1966,Points given,monaco,france,1
luxembourg-1966,1966,Points given,italy,norway,5
luxembourg-1966,1966,Points given,italy,austria,3
luxembourg-1966,1966,Points given,italy,germany,1
luxembourg-1966,1966,Points given,france,ireland,5
luxembourg-1966,1966,Points given,france,austria,3
luxembourg-1966,1966,Points given,france,luxembourg,1
luxembourg-1966,1966,Points given,the-netherlands,belgium,5
luxembourg-1966,1966,Points given,the-netherlands,ireland,3
luxembourg-1966,1966,Points given,the-netherlands,finland,1
luxembourg-1966,1966,Points given,ireland,united kingdom,5
luxembourg-1966,1966,Points given,ireland,switzerland,3
luxembourg-1966,1966,Points given,ireland,the netherlands,1
luxembourg-1966,1966,Points given,united-kingdom,yugoslavia,5
luxembourg-1966,1966,Points given,united-kingdom,spain,3
luxembourg-1966,1966,Points given,united-kingdom,the netherlands,1
naples-1965,1965,Points given,the-netherlands,luxembourg,5
naples-1965,1965,Points given,the-netherlands,italy,3
naples-1965,1965,Points given,the-netherlands,france,1
naples-1965,1965,Points given,united-kingdom,monaco,5
naples-1965,1965,Points given,united-kingdom,austria,3
naples-1965,1965,Points given,united-kingdom,italy,1
naples-1965,1965,Points given,spain,united kingdom,5
naples-1965,1965,Points given,spain,france,3
naples-1965,1965,Points given,spain,luxembourg,1
naples-1965,1965,Points given,ireland,austria,5
naples-1965,1965,Points given,ireland,luxembourg,3
naples-1965,1965,Points given,ireland,france,1
naples-1965,1965,Points given,germany,luxembourg,5
naples-1965,1965,Points given,germany,france,3
naples-1965,1965,Points given,germany,italy,1
naples-1965,1965,Points given,austria,luxembourg,5
naples-1965,1965,Points given,austria,switzerland,3
naples-1965,1965,Points given,austria,norway,1
naples-1965,1965,Points given ,norway,the netherlands,5
naples-1965,1965,Points given ,norway,luxembourg,3
naples-1965,1965,Points given ,norway,united kingdom,1
naples-1965,1965,Points given,belgium,united kingdom,6
naples-1965,1965,Points given,belgium,italy,3
naples-1965,1965,Points given,monaco,france,5
naples-1965,1965,Points given,monaco,italy,3
naples-1965,1965,Points given,monaco,portugal,1
naples-1965,1965,Points given,sweden,denmark,5
naples-1965,1965,Points given,sweden,united kingdom,3
naples-1965,1965,Points given,sweden,luxembourg,1
naples-1965,1965,Points given,france,switzerland,5
naples-1965,1965,Points given,france,italy,3
naples-1965,1965,Points given,france,yugoslavia,1
naples-1965,1965,Points given,portugal,austria,5
naples-1965,1965,Points given,portugal,ireland,3
naples-1965,1965,Points given,portugal,yugoslavia,1
naples-1965,1965,Points given,italy,ireland,5
naples-1965,1965,Points given,italy,austria,3
naples-1965,1965,Points given,italy,united kingdom,1
naples-1965,1965,Points given,denmark,united kingdom,5
naples-1965,1965,Points given,denmark,sweden,3
naples-1965,1965,Points given,denmark,luxembourg,1
naples-1965,1965,Points given,luxembourg,denmark,5
naples-1965,1965,Points given,luxembourg,france,3
naples-1965,1965,Points given,luxembourg,italy,1
naples-1965,1965,Points given,finland,luxembourg,5
naples-1965,1965,Points given,finland,sweden,3
naples-1965,1965,Points given,finland,france,1
naples-1965,1965,Points given,yugoslavia,france,5
naples-1965,1965,Points given,yugoslavia,ireland,3
naples-1965,1965,Points given,yugoslavia,monaco,1
naples-1965,1965,Points given,switzerland,united kingdom,5
naples-1965,1965,Points given,switzerland,luxembourg,3
naples-1965,1965,Points given,switzerland,monaco,1
copenhagen-1964,1964,Points given,luxembourg,italy,5
copenhagen-1964,1964,Points given,luxembourg,monaco,3
copenhagen-1964,1964,Points given,luxembourg,france,1
copenhagen-1964,1964,Points given,the-netherlands,italy,5
copenhagen-1964,1964,Points given,the-netherlands,luxembourg,3
copenhagen-1964,1964,Points given,the-netherlands,united kingdom,1
copenhagen-1964,1964,Points given,norway,united kingdom,5
copenhagen-1964,1964,Points given,norway,finland,3
copenhagen-1964,1964,Points given,norway,denmark,1
copenhagen-1964,1964,Points given,denmark,norway,5
copenhagen-1964,1964,Points given,denmark,finland,3
copenhagen-1964,1964,Points given,denmark,the netherlands,1
copenhagen-1964,1964,Points given,finland,italy,5
copenhagen-1964,1964,Points given,finland,united kingdom,3
copenhagen-1964,1964,Points given,finland,norway,1
copenhagen-1964,1964,Points given,austria,italy,5
copenhagen-1964,1964,Points given,austria,france,3
copenhagen-1964,1964,Points given,austria,united kingdom,1
copenhagen-1964,1964,Points given,france,monaco,5
copenhagen-1964,1964,Points given,france,luxembourg,3
copenhagen-1964,1964,Points given,france,united kingdom,1
copenhagen-1964,1964,Points given,united-kingdom,italy,5
copenhagen-1964,1964,Points given,united-kingdom,finland,3
copenhagen-1964,1964,Points given,united-kingdom,the netherlands,1
copenhagen-1964,1964,Points given,germany,luxembourg,5
copenhagen-1964,1964,Points given,germany,italy,3
copenhagen-1964,1964,Points given,germany,united kingdom,1
copenhagen-1964,1964,Points given,monaco,france,5
copenhagen-1964,1964,Points given,monaco,italy,3
copenhagen-1964,1964,Points given,monaco,belgium,1
copenhagen-1964,1964,Points given,portugal,italy,5
copenhagen-1964,1964,Points given,portugal,france,3
copenhagen-1964,1964,Points given,portugal,belgium,1
copenhagen-1964,1964,Points given,italy,austria,5
copenhagen-1964,1964,Points given,italy,luxembourg,3
copenhagen-1964,1964,Points given,italy,spain,1
copenhagen-1964,1964,Points given,yugoslavia,italy,5
copenhagen-1964,1964,Points given,yugoslavia,monaco,3
copenhagen-1964,1964,Points given,yugoslavia,france,1
copenhagen-1964,1964,Points given,switzerland,united kingdom,5
copenhagen-1964,1964,Points given,switzerland,italy,3
copenhagen-1964,1964,Points given,switzerland,monaco,1
copenhagen-1964,1964,Points given,belgium,italy,5
copenhagen-1964,1964,Points given,belgium,monaco,3
copenhagen-1964,1964,Points given,belgium,austria,1
copenhagen-1964,1964,Points given,spain,austria,5
copenhagen-1964,1964,Points given,spain,denmark,3
copenhagen-1964,1964,Points given,spain,france,1
london-1963,1963,Points given,united-kingdom,switzerland,5
london-1963,1963,Points given,united-kingdom,austria,4
london-1963,1963,Points given,united-kingdom,denmark,3
london-1963,1963,Points given,united-kingdom,italy,2
london-1963,1963,Points given,united-kingdom,monaco,1
london-1963,1963,Points given,the-netherlands,denmark,5
london-1963,1963,Points given,the-netherlands,france,4
london-1963,1963,Points given,the-netherlands,united kingdom,3
london-1963,1963,Points given,the-netherlands,monaco,2
london-1963,1963,Points given,the-netherlands,italy,1
london-1963,1963,Points given,germany,monaco,5
london-1963,1963,Points given,germany,switzerland,4
london-1963,1963,Points given,germany,luxembourg,3
london-1963,1963,Points given,germany,denmark,2
london-1963,1963,Points given,germany,france,1
london-1963,1963,Points given,austria,switzerland,5
london-1963,1963,Points given,austria,belgium,4
london-1963,1963,Points given,austria,denmark,3
london-1963,1963,Points given,austria, france,2
london-1963,1963,Points given,austria,monaco,1
london-1963,1963,Points given,norway,united kingdom,5
london-1963,1963,Points given,norway,denmark,4
london-1963,1963,Points given,norway,italy,3
london-1963,1963,Points given,norway,germany,2
london-1963,1963,Points given,norway,switzerland,1
london-1963,1963,Points given,italy,switzerland,5
london-1963,1963,Points given,italy,france,4
london-1963,1963,Points given,italy,monaco,3
london-1963,1963,Points given,italy,denmark,2
london-1963,1963,Points given,italy,luxembourg,1
london-1963,1963,Points given,finland,denmark,5
london-1963,1963,Points given,finland,austria,4
london-1963,1963,Points given,finland,united kingdom,3
london-1963,1963,Points given,finland,italy,2
london-1963,1963,Points given,finland,luxembourg,1
london-1963,1963,Points given,denmark,italy,5
london-1963,1963,Points given,denmark,switzerland,4
london-1963,1963,Points given,denmark,united kingdom,3
london-1963,1963,Points given,denmark,luxembourg,2
london-1963,1963,Points given,denmark,austria,1
london-1963,1963,Points given,yugoslavia,france,5
london-1963,1963,Points given,yugoslavia,italy,4
london-1963,1963,Points given,yugoslavia,united kingdom,3
london-1963,1963,Points given,yugoslavia,spain,2
london-1963,1963,Points given,yugoslavia,monaco,1
london-1963,1963,Points given,switzerland,italy,5
london-1963,1963,Points given,switzerland,france,4
london-1963,1963,Points given,switzerland,denmark,3
london-1963,1963,Points given,switzerland,luxembourg,2
london-1963,1963,Points given,switzerland,monaco,1
london-1963,1963,Points given,france,monaco,5
london-1963,1963,Points given,france,luxembourg,4
london-1963,1963,Points given,france,united kingdom,3
london-1963,1963,Points given,france,austria,2
london-1963,1963,Points given,france,yugoslavia,1
london-1963,1963,Points given,spain,united kingdom,5
london-1963,1963,Points given,spain,switzerland,4
london-1963,1963,Points given,spain,italy,3
london-1963,1963,Points given,spain,yugoslavia,2
london-1963,1963,Points given,spain,france,1
london-1963,1963,Points given,sweden,denmark,5
london-1963,1963,Points given,sweden,monaco,4
london-1963,1963,Points given,sweden,austria,3
london-1963,1963,Points given,sweden,united kingdom,2
london-1963,1963,Points given,sweden,switzerland,1
london-1963,1963,Points given,belgium,denmark,5
london-1963,1963,Points given,belgium,switzerland,4
london-1963,1963,Points given,belgium,italy,3
london-1963,1963,Points given,belgium,austria,2
london-1963,1963,Points given,belgium,france,1
london-1963,1963,Points given,monaco,italy,5
london-1963,1963,Points given,monaco,switzerland,4
london-1963,1963,Points given,monaco,germany,3
london-1963,1963,Points given,monaco,france,2
london-1963,1963,Points given,monaco,united kingdom,1
london-1963,1963,Points given,luxembourg,denmark,5
london-1963,1963,Points given,luxembourg,italy,4
london-1963,1963,Points given,luxembourg,switzerland,3
london-1963,1963,Points given,luxembourg,monaco,2
london-1963,1963,Points given,luxembourg,france,1
luxembourg-1962,1962,Points given,finland,united kingdom,3
luxembourg-1962,1962,Points given,finland,germany,2
luxembourg-1962,1962,Points given,finland,yugoslavia,1
luxembourg-1962,1962,Points given,belgium,luxembourg,3
luxembourg-1962,1962,Points given,belgium,france,2
luxembourg-1962,1962,Points given,belgium,yugoslavia,1
luxembourg-1962,1962,Points given,spain,luxembourg,3
luxembourg-1962,1962,Points given,spain,france,2
luxembourg-1962,1962,Points given,spain,united kingdom,1
luxembourg-1962,1962,Points given,austria,monaco,3
luxembourg-1962,1962,Points given,austria,france,2
luxembourg-1962,1962,Points given,austria,luxembourg,1
luxembourg-1962,1962,Points given,denmark,sweden,3
luxembourg-1962,1962,Points given,denmark,united kingdom,2
luxembourg-1962,1962,Points given,denmark,germany,1
luxembourg-1962,1962,Points given,sweden,france,3
luxembourg-1962,1962,Points given,sweden,yugoslavia,2
luxembourg-1962,1962,Points given,sweden,denmark,1
luxembourg-1962,1962,Points given,germany,france,3
luxembourg-1962,1962,Points given,germany,switzerland,2
luxembourg-1962,1962,Points given,germany,monaco,1
luxembourg-1962,1962,Points given,the-netherlands,monaco,3
luxembourg-1962,1962,Points given,the-netherlands,germany,2
